Alg,Set_Num,Rep_num,Fitness,Seconds,Func_Evals,tokeep,samples
mimic,0,3260,76.0,0.013290405,108206,0.1,30
mimic,0,3270,76.0,0.013850498,108537,0.1,30
mimic,0,3280,76.0,0.013714184,108868,0.1,30
mimic,0,3290,76.0,0.013388601,109199,0.1,30
mimic,0,3300,76.0,0.013913853,109530,0.1,30
mimic,0,3310,76.0,0.013988075,109861,0.1,30
mimic,0,3320,76.0,0.013453201,110192,0.1,30
mimic,0,3330,76.0,0.013444111,110523,0.1,30
mimic,0,3340,76.0,0.013550664,110854,0.1,30
mimic,0,3350,74.0,0.014410916,111185,0.1,30
mimic,0,3360,74.0,0.013578683,111516,0.1,30
mimic,0,3370,74.0,0.013637746,111847,0.1,30
mimic,0,3380,74.0,0.013308507,112178,0.1,30
mimic,0,3390,74.0,0.013730205,112509,0.1,30
mimic,0,3400,74.0,0.013964291,112840,0.1,30
mimic,0,3410,74.0,0.013733666,113171,0.1,30
mimic,0,3420,74.0,0.014181269,113502,0.1,30
mimic,0,3430,76.0,0.01371521,113833,0.1,30
mimic,0,3440,76.0,0.013635855,114164,0.1,30
mimic,0,3450,76.0,0.013639412,114495,0.1,30
mimic,0,3460,76.0,0.014151893,114826,0.1,30
mimic,0,3470,76.0,0.014310777,115157,0.1,30
mimic,0,3480,74.0,0.013939831,115488,0.1,30
mimic,0,3490,74.0,0.013962808,115819,0.1,30
mimic,1,0,61.0,0.015918672,300,0.1,30
mimic,1,10,61.0,0.016177706,631,0.1,30
mimic,1,20,63.0,0.015553901,962,0.1,30
mimic,1,30,65.0,0.014641664,1293,0.1,30
mimic,1,40,65.0,0.015103327,1624,0.1,30
mimic,1,50,69.0,0.014862795,1955,0.1,30
mimic,1,60,67.0,0.014891089,2286,0.1,30
mimic,1,70,67.0,0.015270673,2617,0.1,30
mimic,1,80,69.0,0.014788119,2948,0.1,30
mimic,1,90,70.0,0.013979516,3279,0.1,30
mimic,1,100,69.0,0.013710006,3610,0.1,30
mimic,1,110,69.0,0.014118077,3941,0.1,30
mimic,1,120,69.0,0.014427899,4272,0.1,30
mimic,1,130,69.0,0.014897963,4603,0.1,30
mimic,1,140,69.0,0.018999375,4934,0.1,30
mimic,1,150,69.0,0.013888397,5265,0.1,30
mimic,1,160,71.0,0.014392266,5596,0.1,30
mimic,1,170,73.0,0.014113351,5927,0.1,30
mimic,1,180,73.0,0.01401279,6258,0.1,30
mimic,1,190,73.0,0.013897439,6589,0.1,30
mimic,1,200,73.0,0.014030924,6920,0.1,30
mimic,1,210,73.0,0.013800333,7251,0.1,30
mimic,1,220,73.0,0.01426108,7582,0.1,30
mimic,1,230,73.0,0.014440941,7913,0.1,30
mimic,1,240,73.0,0.013620678,8244,0.1,30
mimic,1,250,73.0,0.01391019,8575,0.1,30
mimic,1,260,73.0,0.013896191,8906,0.1,30
mimic,1,270,73.0,0.014093358,9237,0.1,30
mimic,1,280,73.0,0.01472234,9568,0.1,30
mimic,1,290,73.0,0.013536156,9899,0.1,30
mimic,1,300,73.0,0.014111245,10230,0.1,30
mimic,1,310,75.0,0.013814871,10561,0.1,30
mimic,1,320,73.0,0.013782861,10892,0.1,30
mimic,1,330,73.0,0.013777631,11223,0.1,30
mimic,1,340,73.0,0.01372895,11554,0.1,30
mimic,1,350,73.0,0.014295623,11885,0.1,30
mimic,1,360,73.0,0.01419665,12216,0.1,30
mimic,1,370,73.0,0.014461081,12547,0.1,30
mimic,1,380,73.0,0.016662536,12878,0.1,30
mimic,1,390,73.0,0.018514583,13209,0.1,30
mimic,1,400,74.0,0.013977263,13540,0.1,30
mimic,1,410,74.0,0.013574693,13871,0.1,30
mimic,1,420,74.0,0.013637226,14202,0.1,30
mimic,1,430,74.0,0.014971298,14533,0.1,30
mimic,1,440,74.0,0.01375449,14864,0.1,30
mimic,1,450,74.0,0.014129983,15195,0.1,30
mimic,1,460,74.0,0.01387773,15526,0.1,30
mimic,1,470,74.0,0.013214673,15857,0.1,30
mimic,1,480,76.0,0.013784534,16188,0.1,30
mimic,1,490,74.0,0.013732306,16519,0.1,30
mimic,1,500,74.0,0.013575019,16850,0.1,30
mimic,1,510,74.0,0.01374083,17181,0.1,30
mimic,1,520,76.0,0.013311415,17512,0.1,30
mimic,1,530,76.0,0.013081021,17843,0.1,30
mimic,1,540,76.0,0.013258234,18174,0.1,30
mimic,1,550,76.0,0.013592792,18505,0.1,30
mimic,1,560,76.0,0.013301581,18836,0.1,30
mimic,1,570,76.0,0.013238494,19167,0.1,30
mimic,1,580,76.0,0.014964257,19498,0.1,30
mimic,1,590,76.0,0.014608335,19829,0.1,30
mimic,1,600,76.0,0.013555849,20160,0.1,30
mimic,1,610,76.0,0.01344576,20491,0.1,30
mimic,1,620,76.0,0.013247998,20822,0.1,30
mimic,1,630,76.0,0.013811112,21153,0.1,30
mimic,1,640,76.0,0.013762785,21484,0.1,30
mimic,1,650,76.0,0.014138693,21815,0.1,30
mimic,1,660,76.0,0.01296293,22146,0.1,30
mimic,1,670,76.0,0.013770137,22477,0.1,30
mimic,1,680,76.0,0.014257381,22808,0.1,30
mimic,1,690,74.0,0.014453106,23139,0.1,30
mimic,1,700,74.0,0.014028747,23470,0.1,30
mimic,1,710,76.0,0.014008606,23801,0.1,30
mimic,1,720,76.0,0.013386597,24132,0.1,30
mimic,1,730,76.0,0.013780857,24463,0.1,30
mimic,1,740,76.0,0.014030089,24794,0.1,30
mimic,1,750,76.0,0.014333742,25125,0.1,30
mimic,1,760,76.0,0.019591678,25456,0.1,30
mimic,1,770,76.0,0.01380686,25787,0.1,30
mimic,1,780,76.0,0.014259755,26118,0.1,30
mimic,1,790,76.0,0.013486497,26449,0.1,30
mimic,1,800,76.0,0.014876532,26780,0.1,30
mimic,1,810,76.0,0.014642864,27111,0.1,30
mimic,1,820,76.0,0.014240307,27442,0.1,30
mimic,1,830,76.0,0.01348434,27773,0.1,30
mimic,1,840,76.0,0.013847557,28104,0.1,30
mimic,1,850,76.0,0.013624224,28435,0.1,30
mimic,1,860,74.0,0.013793291,28766,0.1,30
mimic,1,870,76.0,0.014109977,29097,0.1,30
mimic,1,880,76.0,0.013524324,29428,0.1,30
mimic,1,890,76.0,0.014230544,29759,0.1,30
mimic,1,900,76.0,0.01453286,30090,0.1,30
mimic,1,910,76.0,0.01388915,30421,0.1,30
mimic,1,920,74.0,0.013748798,30752,0.1,30
mimic,1,930,74.0,0.013641952,31083,0.1,30
mimic,1,940,74.0,0.013761183,31414,0.1,30
mimic,1,950,74.0,0.013738026,31745,0.1,30
mimic,1,960,74.0,0.013638982,32076,0.1,30
mimic,1,970,74.0,0.013325905,32407,0.1,30
mimic,1,980,74.0,0.013525011,32738,0.1,30
mimic,1,990,74.0,0.013811386,33069,0.1,30
mimic,1,1000,74.0,0.014391026,33400,0.1,30
mimic,1,1010,74.0,0.013899889,33731,0.1,30
mimic,1,1020,74.0,0.015041616,34062,0.1,30
mimic,1,1030,74.0,0.013472055,34393,0.1,30
mimic,1,1040,76.0,0.013629927,34724,0.1,30
mimic,1,1050,76.0,0.013604396,35055,0.1,30
